"Site","Bucket","Tree.","Location","Treatment","Week","Leaves.In","Leaves.Out","ramorum.positive"
28,"B2",18038,"CC","Treated",3,"2021-11-04","2021-11-09",0
28,"B3",18038,"CC","Treated",3,"2021-11-04","2021-11-09",0
28,"B1",18038,"CC","Treated",4,"2021-11-09","2021-11-17",0
28,"B2",18038,"CC","Treated",4,"2021-11-09","2021-11-17",0
28,"B3",18038,"CC","Treated",4,"2021-11-09","2021-11-17",0
28,"B1",18038,"CC","Treated",5,"2021-11-17","2021-11-29",0
28,"B2",18038,"CC","Treated",5,"2021-11-17","2021-11-29",0
28,"B3",18038,"CC","Treated",5,"2021-11-17","2021-11-29",0
28,"B1",18038,"CC","Treated",6,"2021-11-29","2021-12-07",0
28,"B2",18038,"CC","Treated",6,"2021-11-29","2021-12-07",0
28,"B3",18038,"CC","Treated",6,"2021-11-29","2021-12-07",0
28,"B1",18038,"CC","Treated",7,"2021-12-07","2021-12-13",0
28,"B2",18038,"CC","Treated",7,"2021-12-07","2021-12-13",0
28,"B3",18038,"CC","Treated",7,"2021-12-07","2021-12-13",1
28,"B1",18038,"CC","Treated",8,"2021-12-13","2021-12-20",0
28,"B2",18038,"CC","Treated",8,"2021-12-13","2021-12-20",0
28,"B3",18038,"CC","Treated",8,"2021-12-13","2021-12-20",1
29,"B1",18127,"CC","Untreated",1,"2021-10-20","2021-10-27",0
29,"B2",18127,"CC","Untreated",1,"2021-10-20","2021-10-27",0
29,"B3",18127,"CC","Untreated",1,"2021-10-20","2021-10-27",0
29,"B1",18127,"CC","Untreated",2,"2021-10-27","2021-11-04",0
29,"B2",18127,"CC","Untreated",2,"2021-10-27","2021-11-04",0
29,"B3",18127,"CC","Untreated",2,"2021-10-27","2021-11-04",0
29,"B1",18127,"CC","Untreated",3,"2021-11-04","2021-11-09",0
29,"B2",18127,"CC","Untreated",3,"2021-11-04","2021-11-09",0
29,"B3",18127,"CC","Untreated",3,"2021-11-04","2021-11-09",0
29,"B1",18127,"CC","Untreated",4,"2021-11-09","2021-11-16",0
29,"B2",18127,"CC","Untreated",4,"2021-11-09","2021-11-16",0
29,"B3",18127,"CC","Untreated",4,"2021-11-09","2021-11-16",0
29,"B1",18127,"CC","Untreated",5,"2021-11-16","2021-11-29",0
29,"B2",18127,"CC","Untreated",5,"2021-11-16","2021-11-29",0
29,"B3",18127,"CC","Untreated",5,"2021-11-16","2021-11-29",0
29,"B1",18127,"CC","Untreated",6,"2021-11-29","2021-12-07",0
29,"B2",18127,"CC","Untreated",6,"2021-11-29","2021-12-07",0
29,"B3",18127,"CC","Untreated",6,"2021-11-29","2021-12-07",0
29,"B1",18127,"CC","Untreated",7,"2021-12-07","2021-12-13",0
29,"B2",18127,"CC","Untreated",7,"2021-12-07","2021-12-13",0
29,"B3",18127,"CC","Untreated",7,"2021-12-07","2021-12-13",0
29,"B1",18127,"CC","Untreated",8,"2021-12-13","2021-12-20",0
29,"B2",18127,"CC","Untreated",8,"2021-12-13","2021-12-20",0
29,"B3",18127,"CC","Untreated",8,"2021-12-13","2021-12-20",0
30,"B1",18124,"CC","Treated",1,"2021-10-20","2021-10-27",1
30,"B2",18124,"CC","Treated",1,"2021-10-20","2021-10-27",0
30,"B3",18124,"CC","Treated",1,"2021-10-20","2021-10-27",0
30,"B1",18124,"CC","Treated",2,"2021-10-27","2021-11-04",0
30,"B2",18124,"CC","Treated",2,"2021-10-27","2021-11-04",0
30,"B3",18124,"CC","Treated",2,"2021-10-27","2021-11-04",0
30,"B1",18124,"CC","Treated",3,"2021-11-04","2021-11-09",0
30,"B2",18124,"CC","Treated",3,"2021-11-04","2021-11-09",0
30,"B3",18124,"CC","Treated",3,"2021-11-04","2021-11-09",0
30,"B1",18124,"CC","Treated",4,"2021-11-09","2021-11-16",0
30,"B2",18124,"CC","Treated",4,"2021-11-09","2021-11-16",0
30,"B3",18124,"CC","Treated",4,"2021-11-09","2021-11-16",0
30,"B1",18124,"CC","Treated",5,"2021-11-16","2021-11-29",0
30,"B2",18124,"CC","Treated",5,"2021-11-16","2021-11-29",0
30,"B3",18124,"CC","Treated",5,"2021-11-16","2021-11-29",0
30,"B1",18124,"CC","Treated",6,"2021-11-29","2021-12-07",0
30,"B2",18124,"CC","Treated",6,"2021-11-29","2021-12-07",0
30,"B3",18124,"CC","Treated",6,"2021-11-29","2021-12-07",0
30,"B1",18124,"CC","Treated",7,"2021-12-07","2021-12-13",0
30,"B2",18124,"CC","Treated",7,"2021-12-07","2021-12-13",0
30,"B3",18124,"CC","Treated",7,"2021-12-07","2021-12-13",0
30,"B1",18124,"CC","Treated",8,"2021-12-13","2021-12-20",0
30,"B2",18124,"CC","Treated",8,"2021-12-13","2021-12-20",0
30,"B3",18124,"CC","Treated",8,"2021-12-13","2021-12-20",0
