#,Date-Time (Pacific Standard Time),Ch: 1 - Temperature   (°C),Ch: 1 - Temperature Max : Max (°C),Ch: 1 - Temperature Min : Min (°C),Ch: 1 - Temperature Avg : Avg (°C),Ch: 1 - Temperature Std Dev : Std Dev (°C),Ch: 2 - RH   (%),Ch: 2 - RH Max : Max (%),Ch: 2 - RH Min : Min (%),Ch: 2 - RH Avg : Avg (%),Ch: 2 - RH Std Dev : Std Dev (%),Dew Point   (°C),Button Down,Host Connected,End of File
1,03/21/2022 17:08:48,,,,,,,,,,,,Logged,,
2,03/21/2022 17:08:51,,,,,,,,,,,,,Logged,
3,03/21/2022 17:10:00,22.27,22.27,22.27,22.27,0.00,44.40,44.40,44.40,44.40,0.00,9.59,,,
4,03/21/2022 17:10:12,,,,,,,,,,,,,Logged,
5,03/21/2022 17:11:12,,,,,,,,,,,,,Logged,
6,03/21/2022 17:12:51,,,,,,,,,,,,Logged,,
7,03/21/2022 17:12:52,,,,,,,,,,,,,Logged,Logged
